Tid,Kilopris_Fersk,Vekt_Fersk,Frosen oppalen laks_Kilopris (kr),Frosen oppalen laks_Vekt (tonn)
2023U43,57.54,59.31,54.06,54.81
2023U44,56.87,56.45,55.68,54.96
2023U45,58.95,50.83,56.12,55.34
2023U46,58.48,59.84,57.38,58.6
2023U47,54.68,55.82,57.15,58.03
2023U48,52.85,60.71,67.47,57.41
2023U49,60.35,61.9,59.99,62.21
2023U50,53.3,56.66,65.49,64.18
2023U51,61.28,55.64,57.0,59.13
2023U52,52.53,58.67,59.44,58.56
2024U01,63.49,58.79,63.69,61.46
2024U02,64.54,52.54,58.51,63.39
2024U03,56.73,54.0,57.45,56.03
2024U04,59.46,53.19,55.06,51.25
2024U05,61.52,55.83,57.29,55.35
2024U06,52.85,54.97,52.75,54.24
2024U07,47.77,50.44,50.46,53.02
2024U08,54.53,53.7,47.37,53.57
2024U09,47.68,49.97,48.08,50.78
2024U10,47.36,50.73,51.12,51.4
2024U11,52.79,50.92,54.9,58.8
2024U12,58.46,64.01,53.32,56.74
2024U13,53.89,54.85,58.46,57.07
2024U14,54.53,61.68,58.94,58.6
2024U15,58.02,58.62,58.28,60.82
2024U16,60.48,56.78,60.78,54.68
2024U17,59.43,61.93,60.71,56.99
2024U18,57.96,54.73,57.83,55.85
2024U19,58.87,57.53,57.37,58.66
2024U20,60.29,60.83,64.23,63.15
2024U21,59.02,62.35,65.97,65.12
2024U22,65.91,67.57,66.84,62.06
2024U23,72.47,70.36,72.26,73.06
2024U24,83.13,68.99,74.43,76.16
2024U25,80.16,80.14,78.09,96.65
2024U26,103.99,78.97,102.22,86.89
2024U27,82.1,93.56,81.91,103.98
2024U28,105.23,101.63,89.23,110.04
2024U29,94.63,91.08,86.83,90.75
2024U30,83.88,87.02,82.58,83.22
2024U31,87.99,81.06,89.59,80.52
2024U32,85.27,84.86,79.01,84.56
2024U33,87.32,82.37,82.5,82.03
2024U34,78.36,83.75,84.48,76.18
2024U35,92.69,92.93,97.25,87.22
2024U36,89.3,89.7,89.16,90.57
2024U37,92.99,92.42,96.36,99.72
2024U38,95.03,98.37,95.9,103.11
2024U39,100.0,93.28,89.66,97.19
2024U40,98.91,94.03,101.2,101.43
2024U41,93.06,111.66,96.0,105.03
2024U42,89.83,96.95,89.16,89.35
2024U43,96.35,90.97,87.84,88.72
2024U44,88.59,90.03,89.64,87.99
2024U45,95.63,91.98,92.71,92.39
2024U46,94.68,92.69,95.73,93.61
2024U47,85.07,99.84,88.0,100.85
2024U48,86.97,91.95,83.77,83.99
2024U49,82.34,88.46,93.94,88.62
2024U50,91.11,78.18,90.57,88.74
2024U51,85.45,89.08,78.78,92.45
2024U52,91.0,82.51,92.19,84.5
2025U01,85.45,79.34,95.01,89.3
2025U02,81.48,86.4,84.98,70.13
2025U03,87.7,84.87,81.81,87.29
2025U04,79.65,81.97,73.31,74.99
2025U05,78.32,71.97,81.9,73.69
2025U06,82.18,71.49,83.02,78.44
2025U07,80.99,83.33,73.62,79.33
2025U08,93.83,76.39,90.27,84.19
2025U09,88.27,84.59,92.27,96.78
2025U10,82.23,86.96,93.43,79.5
